customer_id,reference_month,monthly_value,amount_paid,overdue_amount,overdue_days,late_payments,support_tickets,complaints,meetings_count,days_without_contact,account_manager_changes,nps,satisfaction_score,service_quality_score,projects_active,projects_completed,projects_delayed,delivery_on_time_pct,consultants_allocated,customer_status,churn
C00095,2024-12-01,4198.35,4198.35,0.0,0,0,8,0,8.0,49,1,77.0,7.3,9.9,4,2,2,88.5,1,Ativo,0
C00095,2025-01-01,14153.06,14153.06,0.0,0,0,4,4,8.0,15,0,53.0,7.5,10.0,8,6,3,85.2,4,Ativo,0
C00095,2025-02-01,9348.24,9348.24,0.0,0,0,2,4,1.0,60,2,41.0,7.2,8.0,8,3,0,73.6,4,Ativo,0
C00095,2025-03-01,9258.79,9258.79,0.0,0,0,3,3,1.0,31,1,70.0,7.5,10.0,2,3,0,85.1,9,Ativo,0
C00095,2025-04-01,3126.84,3126.84,0.0,0,0,12,0,1.0,14,0,37.0,9.3,8.7,3,5,0,78.3,9,Ativo,0
C00095,2025-05-01,15952.9,15952.9,0.0,0,0,1,0,3.0,53,2,50.0,6.0,8.6,2,4,1,84.0,8,Ativo,0
C00095,2025-06-01,23658.85,23658.85,0.0,0,0,10,3,6.0,60,1,71.0,7.2,8.1,5,3,0,81.2,9,Ativo,0
C00095,2025-07-01,19375.72,19375.72,0.0,0,0,5,4,7.0,19,1,35.0,9.7,8.5,2,2,3,92.3,2,Ativo,0
C00095,2025-08-01,16271.66,13250.95,2122.3,15,2,3,4,2.0,53,2,78.0,7.1,6.5,8,4,3,86.3,2,Ativo,0
C00095,2025-09-01,5983.56,4332.03,1269.18,15,1,9,4,2.0,46,2,88.0,9.4,8.7,7,5,3,80.7,5,Ativo,0
C00095,2025-10-01,23379.11,23379.11,0.0,0,0,9,3,7.0,42,1,89.0,7.7,7.9,1,0,3,79.5,7,Ativo,0
C00095,2025-11-01,14538.52,14538.52,0.0,0,0,12,3,3.0,53,0,60.0,6.8,9.1,2,5,1,83.0,9,Ativo,0
C00095,2025-12-01,14002.41,14002.41,0.0,0,0,0,3,3.0,41,2,77.0,6.7,7.6,6,1,0,99.2,4,Ativo,0
C00096,2024-02-01,3066.7,3066.7,0.0,0,0,10,4,2.0,51,2,95.0,7.9,6.1,3,5,1,87.7,6,Ativo,0
C00096,2024-03-01,10340.7,10340.7,0.0,0,0,6,4,3.0,3,2,57.0,7.7,8.7,8,4,0,95.0,10,Ativo,0
C00096,2024-04-01,20241.44,20241.44,0.0,0,0,3,5,1.0,22,2,66.0,6.5,7.2,2,4,3,79.3,8,Ativo,0
C00096,2024-05-01,3067.16,3067.16,0.0,0,0,8,5,6.0,31,0,44.0,8.7,9.0,3,2,2,94.9,7,Ativo,0
C00096,2024-06-01,8271.38,8271.38,0.0,0,0,12,5,0.0,39,1,43.0,7.4,6.6,7,3,1,78.0,9,Ativo,0
C00096,2024-07-01,16350.82,16350.82,0.0,0,0,0,0,3.0,9,0,77.0,9.4,7.6,8,0,0,90.3,10,Ativo,0
C00096,2024-08-01,4685.71,4685.71,0.0,0,0,1,0,4.0,50,1,50.0,8.7,6.2,2,4,0,74.5,2,Ativo,0
C00096,2024-09-01,8330.47,4249.69,2977.9,60,1,3,2,6.0,6,2,41.0,7.6,7.2,8,5,2,97.3,5,Ativo,0
C00096,2024-10-01,11969.52,11969.52,0.0,0,0,4,2,1.0,51,0,61.0,9.4,9.7,6,2,0,82.5,5,Ativo,0
C00096,2024-11-01,19411.95,19411.95,0.0,0,0,6,1,0.0,44,0,78.0,6.4,8.1,5,4,3,80.0,1,Ativo,0
C00096,2024-12-01,12822.01,12822.01,0.0,0,0,5,1,5.0,54,2,30.0,5.8,8.3,7,2,1,81.9,8,Ativo,0
C00096,2025-01-01,3432.97,3432.97,0.0,0,0,9,3,7.0,31,2,42.0,9.2,6.8,2,2,2,74.5,5,Churn,1
C00097,2024-05-01,9043.53,9043.53,0.0,0,0,3,2,0.0,36,0,63.0,6.4,7.4,2,6,2,71.2,7,Ativo,0
C00097,2024-06-01,23640.97,20050.72,1835.86,45,2,5,0,3.0,9,1,40.0,5.7,7.2,2,6,1,82.9,5,Ativo,0
C00097,2024-07-01,24543.48,21702.75,783.02,45,1,11,4,8.0,6,2,50.0,8.4,7.4,2,3,1,77.2,3,Ativo,0
C00097,2024-08-01,17493.94,17493.94,0.0,0,0,2,2,3.0,8,2,84.0,7.1,9.0,2,0,1,91.2,10,Ativo,0
C00097,2024-09-01,19351.78,19351.78,0.0,0,0,0,0,6.0,11,0,44.0,7.8,9.6,3,2,2,73.5,8,Ativo,0
C00097,2024-10-01,15551.44,15551.44,0.0,0,0,1,5,6.0,0,1,40.0,5.9,6.6,3,1,1,98.4,6,Ativo,0
C00097,2024-11-01,15430.01,15430.01,0.0,0,0,5,1,0.0,57,1,61.0,7.1,6.7,8,5,1,91.6,6,Ativo,0
C00097,2024-12-01,18357.24,18357.24,0.0,0,0,11,5,0.0,36,1,43.0,6.7,7.8,8,0,3,86.5,9,Ativo,0
C00097,2025-01-01,17656.22,17656.22,0.0,0,0,8,5,2.0,18,1,79.0,8.0,9.3,2,3,1,81.3,10,Ativo,0
C00097,2025-02-01,13740.57,13740.57,0.0,0,0,10,2,7.0,56,0,48.0,9.9,6.6,3,1,2,74.8,7,Ativo,0
C00097,2025-03-01,7398.93,3792.8,2956.33,30,1,1,1,0.0,16,0,67.0,7.0,6.5,8,6,2,84.3,10,Ativo,0
C00097,2025-04-01,3163.37,3163.37,0.0,0,0,11,0,7.0,27,1,57.0,6.7,6.3,6,3,2,90.0,1,Ativo,0
C00097,2025-05-01,11507.62,11507.62,0.0,0,0,3,1,3.0,40,0,64.0,6.8,7.1,4,2,2,73.6,10,Ativo,0
C00097,2025-06-01,11118.98,6644.86,2765.29,60,1,12,2,7.0,8,2,45.0,8.8,8.7,1,3,3,75.3,1,Ativo,0
C00097,2025-07-01,5277.69,5277.69,0.0,0,0,2,0,4.0,12,2,87.0,7.5,6.5,5,4,3,75.0,9,Ativo,0
C00097,2025-08-01,8507.08,8507.08,0.0,0,0,1,2,2.0,59,2,60.0,5.5,9.0,3,5,0,95.8,9,Ativo,0
C00097,2025-09-01,21817.33,21817.33,0.0,0,0,11,3,8.0,54,0,94.0,7.8,6.7,1,4,1,80.7,2,Ativo,0
C00097,2025-10-01,3086.06,717.84,2139.86,45,1,5,5,4.0,31,2,40.0,6.5,8.9,8,6,1,87.6,10,Ativo,0
C00097,2025-11-01,3247.13,3247.13,0.0,0,0,0,5,2.0,10,1,47.0,9.3,9.4,4,2,2,97.9,3,Ativo,0
C00097,2025-12-01,12486.62,12486.62,0.0,0,0,2,2,0.0,35,0,89.0,7.6,6.1,4,3,0,84.7,6,Ativo,0
C00098,2024-01-01,14926.06,14926.06,0.0,0,0,0,4,8.0,57,2,63.0,9.2,6.6,1,4,2,73.5,6,Ativo,0
C00098,2024-02-01,4853.79,4164.53,641.68,60,1,0,4,7.0,44,1,65.0,9.6,6.4,8,0,2,99.8,1,Ativo,0
C00098,2024-03-01,8163.62,6063.0,957.52,60,1,11,2,0.0,48,0,48.0,6.9,8.3,5,4,1,78.1,4,Ativo,0
C00098,2024-04-01,18370.28,18370.28,0.0,0,0,8,5,6.0,40,1,39.0,7.0,9.9,3,6,2,90.2,10,Ativo,0
C00098,2024-05-01,19694.61,19694.61,0.0,0,0,1,4,4.0,28,2,93.0,5.7,7.9,2,4,0,92.3,1,Ativo,0
C00098,2024-06-01,8107.96,8107.96,0.0,0,0,3,2,2.0,7,2,90.0,6.3,7.1,6,6,0,81.2,9,Ativo,0
C00098,2024-07-01,24170.39,24170.39,0.0,0,0,6,1,1.0,42,2,64.0,8.5,8.2,1,3,0,71.9,5,Ativo,0
C00098,2024-08-01,6207.07,6207.07,0.0,0,0,1,5,8.0,48,2,73.0,8.3,8.4,2,4,1,91.8,7,Ativo,0
C00098,2024-09-01,10155.32,10155.32,0.0,0,0,7,1,3.0,25,2,79.0,7.4,8.2,5,1,0,76.5,8,Ativo,0
C00098,2024-10-01,22827.99,22827.99,0.0,0,0,11,0,8.0,3,0,43.0,5.5,7.6,3,1,2,95.1,4,Ativo,0
C00098,2024-11-01,6496.07,6496.07,0.0,0,0,9,5,5.0,5,2,95.0,8.2,8.6,2,5,3,85.0,6,Ativo,0
C00098,2024-12-01,21891.69,21891.69,0.0,0,0,9,0,5.0,18,0,81.0,8.1,9.6,1,5,1,78.1,10,Ativo,0
C00098,2025-01-01,18701.53,16923.81,1648.13,30,1,4,4,4.0,3,2,35.0,8.2,6.3,1,3,2,82.0,9,Ativo,0
C00098,2025-02-01,5054.5,5054.5,0.0,0,0,3,1,1.0,25,1,51.0,7.3,7.5,1,6,1,91.2,8,Ativo,0
C00098,2025-03-01,10633.67,9403.28,1076.64,15,2,4,0,8.0,7,0,78.0,7.5,6.2,2,3,3,81.1,1,Ativo,0
C00098,2025-04-01,20699.09,15276.28,2979.09,30,1,5,1,7.0,18,2,64.0,7.1,7.4,4,4,1,72.6,6,Ativo,0
C00098,2025-05-01,22089.68,22089.68,0.0,0,0,11,5,5.0,16,2,61.0,6.7,7.8,2,6,1,93.1,7,Ativo,0
C00098,2025-06-01,14378.63,14378.63,0.0,0,0,0,3,8.0,55,1,60.0,6.3,6.3,8,0,1,70.7,9,Ativo,0
C00098,2025-07-01,5654.7,5654.7,0.0,0,0,3,5,2.0,20,1,44.0,5.9,9.0,2,1,3,83.9,2,Ativo,0
C00098,2025-08-01,22419.32,19835.61,2568.74,15,1,4,2,2.0,16,1,89.0,7.5,8.8,1,0,2,96.1,3,Ativo,0
C00098,2025-09-01,20698.47,20698.47,0.0,0,0,6,2,7.0,5,0,73.0,6.7,9.5,5,6,3,87.0,6,Ativo,0
C00098,2025-10-01,4929.9,4929.9,0.0,0,0,9,4,0.0,54,0,63.0,5.6,9.5,1,2,2,97.9,5,Ativo,0
C00098,2025-11-01,9847.75,9847.75,0.0,0,0,10,5,5.0,9,0,83.0,7.1,8.2,8,6,1,93.8,1,Ativo,0
C00098,2025-12-01,13064.72,13064.72,0.0,0,0,7,2,2.0,54,1,68.0,6.3,9.9,4,0,2,84.4,10,Ativo,0
C00099,2024-04-01,20239.12,20239.12,0.0,0,0,4,2,0.0,50,1,86.0,8.0,7.7,6,0,3,92.0,1,Ativo,0
C00099,2024-05-01,22236.72,22236.72,0.0,0,0,7,0,6.0,26,0,56.0,9.4,8.4,4,2,1,97.1,1,Ativo,0
C00099,2024-06-01,4867.06,4867.06,0.0,0,0,2,3,5.0,21,2,38.0,9.3,6.8,7,0,1,80.1,5,Ativo,0
C00099,2024-07-01,23630.62,23630.62,0.0,0,0,1,5,8.0,8,0,55.0,8.4,9.4,1,0,1,79.7,4,Ativo,0
C00099,2024-08-01,3947.96,3947.96,0.0,0,0,7,5,4.0,1,1,42.0,8.0,9.1,6,1,1,73.4,2,Ativo,0
C00099,2024-09-01,10482.68,9098.79,955.55,30,1,2,5,8.0,56,1,73.0,6.4,6.4,5,4,1,77.1,5,Ativo,0
C00099,2024-10-01,15379.67,15379.67,0.0,0,0,11,4,6.0,16,1,89.0,8.9,7.5,4,5,1,91.6,4,Ativo,0
C00099,2024-11-01,24884.43,24884.43,0.0,0,0,12,4,8.0,2,1,30.0,5.9,6.6,2,6,2,80.1,5,Ativo,0
C00099,2024-12-01,24315.65,24315.65,0.0,0,0,2,2,1.0,11,0,54.0,9.8,8.8,5,0,0,84.1,2,Ativo,0
C00099,2025-01-01,16043.59,16043.59,0.0,0,0,10,2,7.0,57,1,79.0,9.7,9.0,7,1,2,76.0,8,Ativo,0
C00099,2025-02-01,21332.29,21332.29,0.0,0,0,11,1,0.0,14,1,76.0,8.6,7.9,5,0,3,80.2,6,Ativo,0
C00099,2025-03-01,24548.79,24548.79,0.0,0,0,3,0,0.0,59,0,53.0,6.8,6.7,4,3,0,82.1,7,Ativo,0
C00099,2025-04-01,9844.5,9844.5,0.0,0,0,11,5,5.0,58,0,87.0,8.3,6.6,2,0,0,79.5,10,Ativo,0
C00099,2025-05-01,6557.22,6557.22,0.0,0,0,12,4,3.0,46,0,83.0,9.2,7.7,5,1,0,89.0,2,Ativo,0
C00099,2025-06-01,19009.3,19009.3,0.0,0,0,1,0,1.0,2,2,44.0,5.6,8.7,5,3,0,71.4,6,Churn,1
C00100,2024-02-01,4030.01,4030.01,0.0,0,0,6,4,6.0,45,1,41.0,5.6,8.2,6,1,3,90.6,3,Ativo,0
C00100,2024-03-01,5980.04,3536.92,2340.3,30,2,11,4,0.0,10,1,57.0,6.3,7.1,1,3,3,88.0,7,Ativo,0
C00100,2024-04-01,10851.75,10851.75,0.0,0,0,5,2,3.0,36,1,51.0,8.0,6.4,7,1,0,75.0,5,Ativo,0
C00100,2024-05-01,10534.98,10534.98,0.0,0,0,4,4,1.0,60,0,81.0,5.7,8.0,8,4,0,86.7,3,Ativo,0
C00100,2024-06-01,6593.79,6593.79,0.0,0,0,10,2,4.0,17,1,68.0,7.9,8.1,7,6,2,79.0,6,Ativo,0
C00100,2024-07-01,4768.27,4768.27,0.0,0,0,10,2,7.0,8,2,41.0,7.7,7.5,1,3,0,76.6,10,Ativo,0
C00100,2024-08-01,4877.0,3363.92,779.49,30,1,4,5,6.0,7,0,57.0,8.8,7.4,5,2,1,96.9,10,Ativo,0
C00100,2024-09-01,20122.14,20122.14,0.0,0,0,2,0,6.0,50,1,86.0,8.4,8.7,1,4,3,86.8,4,Ativo,0
C00100,2024-10-01,21764.61,21764.61,0.0,0,0,4,3,8.0,25,0,36.0,8.7,7.4,4,4,0,94.5,2,Ativo,0
C00100,2024-11-01,19736.79,17014.62,2371.18,30,2,8,5,1.0,32,2,56.0,9.5,8.9,1,3,1,88.7,5,Ativo,0
C00100,2024-12-01,14708.86,14708.86,0.0,0,0,0,2,0.0,25,2,45.0,7.1,8.7,5,3,1,83.8,9,Ativo,0
C00100,2025-01-01,10340.71,10340.71,0.0,0,0,2,0,7.0,59,2,80.0,9.7,8.7,3,2,1,94.5,2,Ativo,0
C00100,2025-02-01,24084.28,24084.28,0.0,0,0,6,2,1.0,45,1,63.0,7.0,8.6,2,2,2,81.5,4,Ativo,0
C00100,2025-03-01,8370.47,8370.47,0.0,0,0,4,2,0.0,5,0,48.0,6.1,9.6,5,4,0,76.1,3,Ativo,0
C00100,2025-04-01,24381.82,18620.21,2882.96,30,1,8,4,3.0,1,2,49.0,8.4,6.7,1,1,2,96.3,8,Ativo,0
C00100,2025-05-01,12387.92,9112.84,2755.23,60,1,10,3,8.0,12,2,50.0,8.0,7.5,7,3,2,71.8,1,Ativo,0
C00100,2025-06-01,17657.13,17657.13,0.0,0,0,7,1,5.0,44,1,82.0,6.3,8.7,6,4,0,91.9,3,Ativo,0
C00100,2025-07-01,4996.55,4996.55,0.0,0,0,0,0,2.0,21,0,62.0,8.6,6.8,5,3,3,87.4,8,Ativo,0
C00100,2025-08-01,4353.78,4353.78,0.0,0,0,6,2,4.0,1,0,41.0,6.7,6.7,2,0,2,97.3,6,Ativo,0
C00100,2025-09-01,23954.58,23954.58,0.0,0,0,2,0,5.0,23,1,59.0,6.2,7.6,6,6,2,79.5,3,Ativo,0
C00100,2025-10-01,11525.2,11525.2,0.0,0,0,12,2,0.0,22,2,56.0,8.8,6.2,3,1,2,93.5,10,Ativo,0
C00100,2025-11-01,7384.65,7384.65,0.0,0,0,12,5,8.0,40,2,82.0,9.4,8.0,1,0,0,82.0,6,Ativo,0
C00100,2025-12-01,23693.15,23693.15,0.0,0,0,8,2,4.0,19,2,55.0,5.6,6.7,4,5,3,73.1,5,Ativo,0
C00101,2024-07-01,5103.15,5103.15,0.0,0,0,10,3,0.0,29,2,50.0,7.7,7.0,3,0,0,96.2,6,Ativo,0
C00101,2024-08-01,4164.77,4164.77,0.0,0,0,12,0,7.0,36,2,59.0,7.7,7.8,2,0,2,85.2,10,Ativo,0
C00101,2024-09-01,5206.58,3309.01,1109.41,15,2,4,1,4.0,35,1,66.0,8.3,7.2,5,3,0,77.8,9,Ativo,0
C00101,2024-10-01,21909.83,18112.78,2731.52,60,1,12,2,1.0,20,2,81.0,8.2,9.3,3,4,0,98.1,4,Ativo,0
C00101,2024-11-01,13034.29,13034.29,0.0,0,0,10,0,6.0,35,2,66.0,8.5,7.2,8,6,3,90.7,4,Ativo,0
C00101,2024-12-01,3252.27,1254.3,1906.95,45,1,9,0,4.0,6,1,53.0,9.0,9.6,5,1,3,96.4,7,Ativo,0
C00101,2025-01-01,13787.32,13787.32,0.0,0,0,1,3,5.0,15,1,65.0,9.6,8.9,8,4,2,94.8,4,Ativo,0
C00101,2025-02-01,18045.13,18045.13,0.0,0,0,3,3,1.0,41,2,44.0,5.9,7.6,6,4,2,99.7,3,Ativo,0
C00101,2025-03-01,9835.65,9835.65,0.0,0,0,6,4,7.0,19,1,50.0,6.9,8.6,5,5,1,75.2,2,Ativo,0
C00101,2025-04-01,3221.5,3221.5,0.0,0,0,2,5,8.0,33,0,45.0,9.0,8.3,2,2,0,71.6,2,Ativo,0
C00101,2025-05-01,19313.61,19313.61,0.0,0,0,10,3,4.0,29,1,41.0,10.0,8.7,7,0,2,96.6,4,Ativo,0
C00101,2025-06-01,20131.54,20131.54,0.0,0,0,2,2,5.0,51,2,49.0,6.7,9.1,1,4,0,92.5,1,Ativo,0
C00101,2025-07-01,15862.62,15862.62,0.0,0,0,7,2,3.0,26,2,66.0,6.2,7.1,5,5,3,71.8,3,Ativo,0
C00101,2025-08-01,11495.76,11495.76,0.0,0,0,12,5,4.0,25,1,85.0,8.2,6.5,1,3,1,87.2,3,Ativo,0
C00101,2025-09-01,5893.92,5893.92,0.0,0,0,11,0,8.0,41,1,33.0,7.8,7.6,4,1,2,92.6,5,Ativo,0
C00101,2025-10-01,10708.92,10708.92,0.0,0,0,0,4,2.0,36,2,32.0,8.6,9.8,6,3,0,98.7,9,Ativo,0
C00101,2025-11-01,9669.48,9669.48,0.0,0,0,7,4,3.0,26,2,46.0,8.5,8.2,5,4,2,73.3,5,Ativo,0
C00101,2025-12-01,20767.82,20767.82,0.0,0,0,4,2,7.0,20,0,74.0,6.6,8.0,3,3,0,95.1,7,Ativo,0
C00102,2024-01-01,19946.05,19946.05,0.0,0,0,10,4,2.0,0,2,32.0,5.6,8.5,8,4,0,82.6,8,Ativo,0
C00102,2024-02-01,19076.46,19076.46,0.0,0,0,6,2,5.0,12,0,48.0,6.2,9.8,2,1,0,82.0,1,Ativo,0
C00102,2024-03-01,7505.56,4252.0,2858.91,30,1,2,1,2.0,31,0,58.0,6.9,6.6,2,6,3,95.5,9,Ativo,0
C00102,2024-04-01,7714.13,7714.13,0.0,0,0,4,4,4.0,34,2,51.0,10.0,6.7,4,1,1,85.1,5,Ativo,0
C00102,2024-05-01,12349.4,12349.4,0.0,0,0,1,4,7.0,5,0,95.0,8.7,9.1,7,1,1,98.1,2,Ativo,0
C00102,2024-06-01,8277.52,8277.52,0.0,0,0,11,5,2.0,5,1,74.0,8.5,9.3,5,3,1,74.6,1,Ativo,0
C00102,2024-07-01,18717.2,14985.77,2632.55,60,1,2,1,5.0,39,2,87.0,6.4,6.9,5,4,2,89.4,9,Ativo,0
C00102,2024-08-01,7664.52,7664.52,0.0,0,0,3,1,0.0,48,0,81.0,8.5,9.3,4,0,3,84.6,7,Ativo,0
C00102,2024-09-01,19426.63,19426.63,0.0,0,0,8,2,8.0,28,1,41.0,8.8,9.6,6,3,1,76.8,6,Ativo,0
C00102,2024-10-01,24908.03,24908.03,0.0,0,0,12,4,0.0,11,0,67.0,9.0,6.2,7,4,2,90.4,8,Ativo,0
C00102,2024-11-01,11355.95,10752.11,403.78,30,1,8,0,2.0,47,2,35.0,7.6,8.5,3,2,0,96.4,10,Ativo,0
C00102,2024-12-01,10769.83,10769.83,0.0,0,0,12,3,5.0,27,0,87.0,8.7,9.6,8,1,0,72.4,1,Ativo,0
C00102,2025-01-01,4400.12,4400.12,0.0,0,0,5,5,6.0,29,1,67.0,7.7,7.5,1,3,3,91.5,5,Ativo,0
C00102,2025-02-01,8729.28,5825.27,1854.07,15,2,1,5,6.0,31,2,92.0,7.8,9.4,1,1,0,94.3,5,Ativo,0
C00102,2025-03-01,24651.29,24651.29,0.0,0,0,3,5,0.0,58,0,57.0,6.5,6.5,8,6,0,93.4,6,Ativo,0
C00102,2025-04-01,20380.18,20380.18,0.0,0,0,9,5,3.0,3,0,95.0,9.7,9.7,4,6,2,78.1,2,Ativo,0
C00102,2025-05-01,21191.52,21191.52,0.0,0,0,1,1,5.0,50,2,33.0,9.1,7.1,2,6,3,91.1,10,Ativo,0
C00102,2025-06-01,21650.67,21650.67,0.0,0,0,2,5,2.0,41,2,47.0,9.4,7.9,1,4,1,97.2,4,Ativo,0
C00102,2025-07-01,22416.03,19519.03,2131.61,60,1,1,5,0.0,26,0,33.0,6.7,7.7,8,4,3,97.3,1,Ativo,0
C00102,2025-08-01,19904.35,19904.35,0.0,0,0,9,0,4.0,34,1,91.0,5.7,8.6,7,6,2,78.2,5,Ativo,0
C00102,2025-09-01,15905.31,15905.31,0.0,0,0,1,0,1.0,21,1,51.0,7.5,9.9,6,2,3,76.9,2,Ativo,0
C00102,2025-10-01,24821.59,18072.43,2265.99,60,1,4,1,3.0,1,0,50.0,8.4,7.9,3,3,2,74.7,6,Ativo,0
C00102,2025-11-01,21537.04,21537.04,0.0,0,0,3,0,1.0,44,1,58.0,6.8,8.9,7,6,1,86.3,7,Ativo,0
C00102,2025-12-01,13164.28,9124.69,2295.57,60,1,7,0,8.0,44,1,82.0,5.6,6.8,5,3,2,89.2,8,Ativo,0
C00103,2024-03-01,19540.32,16021.55,1879.89,30,1,8,3,8.0,31,0,84.0,8.6,9.0,7,6,1,88.4,10,Ativo,0
C00103,2024-04-01,5053.93,5053.93,0.0,0,0,6,0,5.0,15,2,30.0,9.6,10.0,2,0,0,70.7,8,Ativo,0
C00103,2024-05-01,21692.18,21692.18,0.0,0,0,1,4,2.0,46,1,56.0,7.6,7.0,8,5,0,76.2,3,Ativo,0
C00103,2024-06-01,7091.34,5186.46,264.0,15,2,9,5,2.0,10,1,63.0,8.4,9.5,5,5,2,91.8,5,Ativo,0
C00103,2024-07-01,19911.92,19911.92,0.0,0,0,7,4,7.0,45,2,52.0,6.8,9.2,8,6,0,83.7,1,Ativo,0
C00103,2024-08-01,11976.82,11976.82,0.0,0,0,7,4,4.0,8,0,78.0,6.0,7.9,3,1,3,81.3,9,Ativo,0
C00103,2024-09-01,5880.07,2544.91,2932.46,30,1,8,3,0.0,38,0,52.0,7.8,6.3,2,1,3,76.5,9,Ativo,0
C00103,2024-10-01,5456.33,5456.33,0.0,0,0,0,1,6.0,10,0,71.0,8.9,8.9,4,1,2,82.6,9,Ativo,0
C00103,2024-11-01,22035.14,22035.14,0.0,0,0,10,1,8.0,11,2,62.0,5.6,9.6,3,2,1,71.8,5,Ativo,0
C00103,2024-12-01,8402.52,8402.52,0.0,0,0,8,1,8.0,48,2,45.0,6.2,7.9,7,5,3,82.9,8,Ativo,0
C00103,2025-01-01,14287.59,14287.59,0.0,0,0,7,1,4.0,3,2,57.0,9.4,7.9,2,1,3,82.5,9,Ativo,0
C00103,2025-02-01,23805.6,23805.6,0.0,0,0,4,5,1.0,45,2,78.0,7.7,8.5,2,4,2,94.4,2,Ativo,0
C00103,2025-03-01,16720.27,16720.27,0.0,0,0,9,5,6.0,22,0,95.0,7.0,9.6,5,0,2,98.1,9,Ativo,0
C00103,2025-04-01,9380.66,5661.36,2081.84,30,2,1,0,7.0,23,0,87.0,8.7,9.9,8,1,1,95.9,6,Ativo,0
C00103,2025-05-01,13397.12,13397.12,0.0,0,0,0,1,2.0,21,2,61.0,9.5,9.2,3,6,1,98.8,3,Ativo,0
C00103,2025-06-01,11202.01,7587.99,2652.73,45,1,3,5,0.0,28,2,70.0,8.0,7.3,7,3,3,74.5,10,Ativo,0
C00103,2025-07-01,11253.58,6483.8,2034.21,30,2,7,2,1.0,26,0,30.0,7.3,6.7,8,4,2,70.4,10,Ativo,0
C00103,2025-08-01,21393.06,21393.06,0.0,0,0,3,3,2.0,10,2,44.0,7.7,7.1,1,1,3,72.1,6,Ativo,0
C00103,2025-09-01,9681.55,9681.55,0.0,0,0,9,0,5.0,24,1,32.0,8.5,7.3,5,4,2,72.1,5,Ativo,0
C00103,2025-10-01,15553.92,11982.69,2442.84,30,1,0,5,2.0,8,2,59.0,9.9,9.6,2,5,3,93.2,9,Ativo,0
C00103,2025-11-01,16964.32,15019.37,649.21,30,2,5,4,4.0,25,0,90.0,5.5,9.8,5,1,2,90.1,2,Ativo,0
C00103,2025-12-01,13712.49,13712.49,0.0,0,0,7,1,6.0,59,0,34.0,7.9,9.3,6,3,1,97.7,2,Ativo,0
C00104,2024-07-01,12830.85,12830.85,0.0,0,0,1,1,6.0,21,0,92.0,7.1,7.3,6,1,3,87.7,8,Ativo,0
C00104,2024-08-01,24874.31,24874.31,0.0,0,0,6,5,6.0,32,2,35.0,8.3,7.3,2,4,3,78.6,5,Ativo,0
C00104,2024-09-01,18514.34,18514.34,0.0,0,0,1,3,7.0,32,1,67.0,6.9,7.1,8,5,3,70.7,1,Ativo,0
C00104,2024-10-01,14460.15,14460.15,0.0,0,0,11,2,8.0,46,2,54.0,6.9,9.2,7,2,1,97.9,8,Ativo,0
C00104,2024-11-01,18532.59,18532.59,0.0,0,0,11,2,6.0,23,0,90.0,7.5,9.7,6,6,3,74.9,7,Ativo,0
C00104,2024-12-01,22530.42,14786.24,1909.52,15,2,5,1,7.0,51,2,49.0,5.6,8.2,5,3,1,94.5,7,Ativo,0
C00104,2025-01-01,18819.11,18819.11,0.0,0,0,0,3,6.0,40,1,55.0,9.4,7.0,6,2,1,85.5,4,Ativo,0
C00104,2025-02-01,18965.09,18965.09,0.0,0,0,4,4,3.0,41,0,75.0,9.3,8.0,3,4,1,92.4,7,Ativo,0
C00104,2025-03-01,12452.01,12452.01,0.0,0,0,7,4,7.0,58,2,41.0,5.7,6.1,3,6,0,70.0,1,Ativo,0
C00104,2025-04-01,7514.95,7514.95,0.0,0,0,6,3,1.0,29,2,31.0,7.8,8.0,7,6,2,79.3,10,Ativo,0
C00104,2025-05-01,23216.24,23216.24,0.0,0,0,6,1,7.0,44,1,82.0,7.1,6.6,5,6,1,80.6,2,Ativo,0
C00104,2025-06-01,6390.86,3882.03,2457.66,15,1,5,1,7.0,20,2,50.0,9.9,6.3,8,6,3,92.4,2,Ativo,0
C00104,2025-07-01,11271.19,8878.67,937.02,30,1,1,5,0.0,48,1,35.0,6.0,7.8,5,2,3,70.6,4,Ativo,0
C00104,2025-08-01,9512.41,9512.41,0.0,0,0,4,4,1.0,31,2,71.0,5.5,8.2,4,0,1,98.8,4,Ativo,0
C00104,2025-09-01,5536.48,5536.48,0.0,0,0,4,4,7.0,24,0,43.0,9.3,7.1,1,6,1,83.6,2,Ativo,0
C00104,2025-10-01,9559.73,6815.03,1201.33,60,2,10,4,8.0,11,0,88.0,8.5,9.5,3,3,3,71.0,9,Ativo,0
C00104,2025-11-01,9377.16,9377.16,0.0,0,0,3,2,5.0,58,1,32.0,5.8,6.3,2,2,2,73.9,4,Ativo,0
C00104,2025-12-01,22471.36,22471.36,0.0,0,0,3,0,1.0,49,2,79.0,7.1,8.3,8,0,2,93.7,10,Ativo,0
C00105,2024-07-01,8636.12,5216.02,2066.12,15,1,12,0,0.0,8,0,56.0,7.8,8.7,1,5,3,72.2,7,Ativo,0
C00105,2024-08-01,3487.8,3487.8,0.0,0,0,1,1,1.0,51,0,34.0,6.8,8.2,8,2,1,72.4,1,Ativo,0
C00105,2024-09-01,14577.82,14577.82,0.0,0,0,4,1,5.0,43,1,85.0,9.7,8.1,3,1,1,88.5,6,Ativo,0
