customer_id,company_name,industry,company_size,employees,state,city,customer_since,acquisition_channel,service_type,contract_type,payment_method
C00758,Empresa 0758,Varejo,Média,289,Sp,São Paulo,2023-02-18,Evento,Tecnologia,Mensal,Pix
C00759,Empresa 0759,Tecnologia,Pequena,652,Pe,Jaboatão Dos Guararapes,2022-02-10,Indicação,Gestão,Anual,Pix
C00760,Empresa 0760,Varejo,Pequena,1179,Ba,Salvador,2022-10-15,Parceiro,Tecnologia,Anual,Pix
C00761,Empresa 0761,Tecnologia,Média,684,Pr,Londrina,2025-05-13,Site,Gestão,Mensal,Boleto
C00762,Empresa 0762,Varejo,Média,910,Rj,Niterói,2022-12-25,Evento,Consultoria,Anual,Cartão
C00763,Empresa 0763,Financeiro,Média,982,Rj,Rio De Janeiro,2023-10-11,Evento,Dados,Anual,Transferência
C00764,Empresa 0764,Tecnologia,Grande,81,Rs,Porto Alegre,2023-09-24,Site,Não Informado,Anual,Cartão
C00765,Empresa 0765,Tecnologia,Grande,494,Rs,Caxias Do Sul,2025-11-04,Linkedin,Consultoria,Anual,Cartão
C00766,Empresa 0766,Serviços,Pequena,619,Sc,Florianópolis,2022-07-04,Site,Gestão,Anual,Transferência
C00767,Empresa 0767,Serviços,Pequena,1016,Sp,Campinas,2023-07-16,Linkedin,Não Informado,Anual,Pix
C00768,Empresa 0768,Saúde,Grande,145,Mg,Uberlândia,2025-12-01,Linkedin,Não Informado,Anual,Pix
C00769,Empresa 0769,Indústria,Pequena,918,Sp,Santos,2025-08-06,Site,Consultoria,Anual,Boleto
C00770,Empresa 0770,Financeiro,Pequena,236,Sc,Florianópolis,2023-10-05,Site,Dados,Anual,Cartão
C00771,Empresa 0771,Serviços,Grande,283,Pe,Jaboatão Dos Guararapes,2024-09-06,Site,Tecnologia,Anual,Boleto
C00772,Empresa 0772,Saúde,Pequena,815,Rj,Niterói,2024-04-28,Parceiro,Dados,Mensal,Pix
C00773,Empresa 0773,Financeiro,Grande,478,Go,Goiânia,2025-08-18,Linkedin,Dados,Anual,Boleto
C00774,Empresa 0774,Financeiro,Média,542,Sp,São Paulo,2024-04-01,Indicação,Tecnologia,Mensal,Pix
C00775,Empresa 0775,Educação,Média,1022,Sp,São Paulo,2024-12-12,Site,Dados,Mensal,Pix
C00776,Empresa 0776,Educação,Pequena,893,Sc,Florianópolis,2024-10-09,Parceiro,Dados,Anual,Boleto
C00777,Empresa 0777,Educação,Pequena,68,Ba,Feira De Santana,2023-01-05,Evento,Dados,Anual,Pix
C00778,Empresa 0778,Indústria,Grande,948,Rs,Porto Alegre,2025-04-08,Indicação,Gestão,Mensal,Cartão
C00779,Empresa 0779,Varejo,Grande,795,Ba,Feira De Santana,2025-11-07,Parceiro,Tecnologia,Mensal,Pix
C00780,Empresa 0780,Tecnologia,Média,490,Go,Anápolis,2022-05-01,Evento,Consultoria,Mensal,Cartão
C00781,Empresa 0781,Educação,Média,818,Go,Anápolis,2025-06-23,Site,Consultoria,Mensal,Cartão
C00782,Empresa 0782,Educação,Média,968,Mg,Não Informado,2024-10-28,Indicação,Tecnologia,Anual,Boleto
C00783,Empresa 0783,Saúde,Pequena,271,Sc,Joinville,2022-08-28,Evento,Tecnologia,Anual,Cartão
C00784,Empresa 0784,Serviços,Média,1068,Sc,Joinville,2025-06-09,Linkedin,Dados,Não Informado,Transferência
C00785,Empresa 0785,Serviços,Grande,911,Mg,Belo Horizonte,2025-02-12,Site,Dados,Mensal,Boleto
C00786,Empresa 0786,Educação,Média,344,Mg,Uberlândia,2022-03-15,Linkedin,Consultoria,Anual,Pix
C00787,Empresa 0787,Indústria,Grande,1003,Pe,Jaboatão Dos Guararapes,2024-01-01,Linkedin,Consultoria,Mensal,Pix
C00788,Empresa 0788,Varejo,Média,379,Rs,Porto Alegre,2022-07-11,Parceiro,Tecnologia,Mensal,Pix
C00789,Empresa 0789,Varejo,Média,167,Go,Goiânia,2025-03-14,Linkedin,Consultoria,Anual,Pix
C00790,Empresa 0790,Indústria,Pequena,817,Sc,Joinville,2025-10-27,Parceiro,Consultoria,Anual,Boleto
C00791,Empresa 0791,Educação,Grande,992,Sp,Campinas,2022-06-16,Evento,Consultoria,Anual,Pix
C00792,Empresa 0792,Saúde,Grande,1175,Es,Vitória,2024-07-16,Site,Consultoria,Anual,Cartão
C00793,Empresa 0793,Financeiro,Grande,791,Sp,São Paulo,2022-05-25,Linkedin,Tecnologia,Mensal,Boleto
C00794,Empresa 0794,Tecnologia,Pequena,343,Ba,Feira De Santana,2022-07-02,Linkedin,Tecnologia,Mensal,Pix
C00795,Empresa 0795,Serviços,Média,645,Sc,Florianópolis,2024-10-02,Evento,Consultoria,Anual,Boleto
C00796,Empresa 0796,Educação,Média,559,Pe,Jaboatão Dos Guararapes,2024-07-01,Indicação,Gestão,Anual,Boleto
C00797,Empresa 0797,Educação,Pequena,92,Ba,Feira De Santana,2025-07-15,Linkedin,Dados,Mensal,Transferência
C00798,Empresa 0798,Indústria,Grande,181,Go,Anápolis,2025-07-13,Linkedin,Gestão,Mensal,Transferência
C00799,Empresa 0799,Varejo,Grande,625,Sc,Florianópolis,2022-11-01,Parceiro,Gestão,Anual,Pix
C00800,Empresa 0800,Tecnologia,Grande,230,Go,Anápolis,2022-06-06,Linkedin,Consultoria,Anual,Cartão
C00801,Empresa 0801,Financeiro,Pequena,1041,Rs,Porto Alegre,2023-06-06,Indicação,Gestão,Mensal,Boleto
C00802,Empresa 0802,Tecnologia,Média,619,Ba,Feira De Santana,2022-04-03,Parceiro,Gestão,Anual,Cartão
C00803,Empresa 0803,Varejo,Pequena,170,Rs,Caxias Do Sul,2023-01-19,Indicação,Gestão,Mensal,Pix
C00804,Empresa 0804,Tecnologia,Pequena,987,Ba,Feira De Santana,2022-08-27,Linkedin,Gestão,Anual,Cartão
C00805,Empresa 0805,Tecnologia,Pequena,286,Ba,Salvador,2023-09-12,Site,Consultoria,Mensal,Boleto
C00806,Empresa 0806,Educação,Grande,307,Sp,Santos,2023-03-05,Site,Gestão,Mensal,Pix
C00807,Empresa 0807,Varejo,Média,874,Sc,Florianópolis,2024-08-07,Indicação,Dados,Mensal,Transferência
C00808,Empresa 0808,Tecnologia,Média,506,Pe,Recife,2024-08-23,Evento,Gestão,Mensal,Cartão
C00809,Empresa 0809,Indústria,Grande,894,Sp,Campinas,2022-07-30,Linkedin,Tecnologia,Mensal,Transferência
C00810,Empresa 0810,Financeiro,Grande,1009,Ba,Salvador,2024-09-22,Indicação,Consultoria,Anual,Cartão
C00811,Empresa 0811,Saúde,Grande,864,Go,Anápolis,2022-05-11,Indicação,Consultoria,Anual,Transferência
C00812,Empresa 0812,Varejo,Média,403,Ba,Feira De Santana,2022-02-12,Evento,Gestão,Mensal,Boleto
C00813,Empresa 0813,Saúde,Grande,969,Es,Vitória,2025-11-03,Evento,Gestão,Anual,Cartão
C00814,Empresa 0814,Financeiro,Pequena,588,Pe,Recife,2022-11-28,Linkedin,Dados,Mensal,Boleto
C00815,Empresa 0815,Educação,Pequena,861,Mg,Uberlândia,2025-05-25,Evento,Dados,Mensal,Pix
C00816,Empresa 0816,Saúde,Média,334,Sp,São Paulo,2024-01-05,Parceiro,Consultoria,Mensal,Cartão
C00817,Empresa 0817,Financeiro,Pequena,257,Ba,Salvador,2022-08-22,Linkedin,Tecnologia,Anual,Cartão
C00818,Empresa 0818,Saúde,Pequena,1065,Sp,Santos,2025-02-14,Indicação,Consultoria,Anual,Transferência
C00819,Empresa 0819,Serviços,Grande,218,Rj,Rio De Janeiro,2022-08-05,Parceiro,Consultoria,Mensal,Pix
C00820,Empresa 0820,Varejo,Grande,608,Pr,Londrina,2024-01-11,Parceiro,Gestão,Mensal,Boleto
C00821,Empresa 0821,Serviços,Pequena,261,Rs,Porto Alegre,2023-11-17,Linkedin,Gestão,Mensal,Boleto
C00822,Empresa 0822,Saúde,Grande,360,Pe,Recife,2023-12-01,Evento,Tecnologia,Anual,Cartão
C00823,Empresa 0823,Serviços,Grande,873,Pr,Curitiba,2022-11-07,Site,Gestão,Anual,Transferência
C00824,Empresa 0824,Serviços,Grande,750,Pe,Recife,2024-11-23,Linkedin,Não Informado,Mensal,Pix
C00825,Empresa 0825,Saúde,Média,346,Rj,Niterói,2023-11-24,Indicação,Gestão,Mensal,Boleto
C00826,Empresa 0826,Indústria,Grande,1074,Es,Vila Velha,2022-04-29,Linkedin,Gestão,Anual,Cartão
C00827,Empresa 0827,Serviços,Média,1090,Rs,Porto Alegre,2022-01-17,Linkedin,Gestão,Mensal,Transferência
C00828,Empresa 0828,Educação,Pequena,627,Rs,Porto Alegre,2025-08-21,Indicação,Tecnologia,Anual,Boleto
C00829,Empresa 0829,Saúde,Pequena,200,Go,Anápolis,2025-01-12,Parceiro,Tecnologia,Mensal,Pix
C00830,Empresa 0830,Financeiro,Média,504,Sp,Campinas,2025-10-01,Linkedin,Consultoria,Mensal,Cartão
C00831,Empresa 0831,Financeiro,Média,263,Sc,Florianópolis,2025-07-08,Indicação,Gestão,Anual,Pix
C00832,Empresa 0832,Varejo,Grande,1168,Pe,Recife,2023-11-26,Evento,Tecnologia,Anual,Boleto
C00833,Empresa 0833,Indústria,Pequena,225,Ba,Feira De Santana,2024-11-30,Parceiro,Dados,Anual,Transferência
C00834,Empresa 0834,Indústria,Média,853,Rj,Rio De Janeiro,2022-10-28,Indicação,Consultoria,Anual,Boleto
C00835,Empresa 0835,Educação,Pequena,766,Pe,Jaboatão Dos Guararapes,2023-03-16,Parceiro,Gestão,Anual,Transferência
C00836,Empresa 0836,Indústria,Média,863,Ba,Salvador,2024-06-20,Site,Dados,Anual,Transferência
C00837,Empresa 0837,Financeiro,Grande,251,Mg,Belo Horizonte,2025-12-13,Linkedin,Gestão,Mensal,Boleto
C00838,Empresa 0838,Tecnologia,Grande,846,Go,Goiânia,2024-01-27,Indicação,Tecnologia,Anual,Pix
C00839,Empresa 0839,Tecnologia,Média,634,Go,Anápolis,2022-11-10,Evento,Tecnologia,Anual,Pix
C00840,Empresa 0840,Serviços,Grande,873,Mg,Belo Horizonte,2022-10-19,Evento,Tecnologia,Mensal,Boleto
C00841,Empresa 0841,Tecnologia,Grande,724,Pe,Recife,2022-01-05,Indicação,Gestão,Anual,Cartão
C00842,Empresa 0842,Saúde,Média,983,Es,Vitória,2024-07-15,Site,Gestão,Anual,Transferência
C00843,Empresa 0843,Tecnologia,Grande,848,Mg,Uberlândia,2023-10-29,Site,Gestão,Anual,Pix
C00844,Empresa 0844,Indústria,Pequena,349,Pe,Recife,2023-07-23,Parceiro,Tecnologia,Mensal,Pix
C00845,Empresa 0845,Financeiro,Grande,118,Pr,Curitiba,2025-06-21,Linkedin,Consultoria,Mensal,Boleto
C00846,Empresa 0846,Serviços,Pequena,512,Sp,Santos,2023-07-18,Parceiro,Gestão,Mensal,Cartão
C00847,Empresa 0847,Tecnologia,Média,57,Ba,Feira De Santana,2025-04-21,Linkedin,Dados,Anual,Pix
C00848,Empresa 0848,Educação,Média,196,Go,Goiânia,2023-10-12,Indicação,Dados,Anual,Boleto
C00849,Empresa 0849,Serviços,Pequena,325,Mg,Uberlândia,2023-06-08,Linkedin,Dados,Mensal,Cartão
C00850,Empresa 0850,Indústria,Pequena,620,Mg,Uberlândia,2022-02-25,Indicação,Tecnologia,Mensal,Transferência
C00851,Empresa 0851,Educação,Pequena,116,Rs,Porto Alegre,2023-06-13,Site,Dados,Anual,Transferência
C00852,Empresa 0852,Tecnologia,Média,961,Rj,Niterói,2023-07-06,Indicação,Gestão,Mensal,Transferência
C00853,Empresa 0853,Saúde,Grande,217,Pr,Curitiba,2022-02-08,Parceiro,Dados,Anual,Transferência
C00854,Empresa 0854,Serviços,Grande,1034,Pe,Recife,2022-06-21,Site,Tecnologia,Mensal,Boleto
C00855,Empresa 0855,Financeiro,Média,95,Go,Goiânia,2024-05-17,Linkedin,Tecnologia,Mensal,Pix
C00856,Empresa 0856,Saúde,Grande,523,Sp,Santos,2024-09-14,Linkedin,Tecnologia,Mensal,Cartão
C00857,Empresa 0857,Indústria,Grande,1163,Sp,São Paulo,2022-11-27,Evento,Consultoria,Anual,Pix
C00858,Empresa 0858,Saúde,Média,441,Mg,Uberlândia,2025-02-13,Evento,Tecnologia,Anual,Cartão
C00859,Empresa 0859,Saúde,Média,441,Pr,Londrina,2025-09-18,Parceiro,Tecnologia,Mensal,Boleto
C00860,Empresa 0860,Educação,Pequena,29,Sp,Santos,2025-05-31,Site,Gestão,Anual,Transferência
C00861,Empresa 0861,Serviços,Grande,168,Go,Goiânia,2022-06-16,Linkedin,Consultoria,Anual,Transferência
C00862,Empresa 0862,Educação,Pequena,27,Es,Vitória,2024-01-04,Linkedin,Tecnologia,Mensal,Transferência
C00863,Empresa 0863,Indústria,Pequena,585,Sp,Santos,2023-03-30,Evento,Dados,Mensal,Cartão
C00864,Empresa 0864,Educação,Média,85,Pr,Londrina,2023-04-25,Linkedin,Dados,Mensal,Boleto
C00865,Empresa 0865,Serviços,Média,1175,Ba,Feira De Santana,2022-08-16,Site,Dados,Mensal,Pix
C00866,Empresa 0866,Indústria,Pequena,270,Es,Vila Velha,2022-09-20,Parceiro,Dados,Anual,Boleto
C00867,Empresa 0867,Indústria,Grande,527,Sp,Santos,2025-11-20,Parceiro,Gestão,Mensal,Transferência
C00868,Empresa 0868,Educação,Média,571,Sp,São Paulo,2023-10-24,Parceiro,Gestão,Anual,Cartão
C00869,Empresa 0869,Indústria,Pequena,106,Go,Anápolis,2022-03-31,Linkedin,Gestão,Anual,Pix
C00870,Empresa 0870,Saúde,Pequena,1181,Ba,Salvador,2023-02-03,Site,Gestão,Mensal,Boleto
C00871,Empresa 0871,Saúde,Média,138,Pr,Curitiba,2022-12-03,Indicação,Gestão,Anual,Pix
C00872,Empresa 0872,Saúde,Média,516,Es,Vitória,2025-06-07,Linkedin,Dados,Anual,Pix
C00873,Empresa 0873,Serviços,Pequena,159,Rs,Caxias Do Sul,2024-11-30,Indicação,Gestão,Mensal,Pix
C00874,Empresa 0874,Educação,Média,143,Sp,São Paulo,2022-03-10,Indicação,Gestão,Mensal,Cartão
C00875,Empresa 0875,Educação,Pequena,218,Es,Vitória,2025-07-06,Parceiro,Consultoria,Anual,Transferência
C00876,Empresa 0876,Financeiro,Média,487,Ba,Salvador,2022-07-16,Linkedin,Gestão,Anual,Transferência
C00877,Empresa 0877,Tecnologia,Média,63,Es,Vila Velha,2025-06-22,Parceiro,Tecnologia,Mensal,Pix
C00878,Empresa 0878,Financeiro,Grande,148,Rj,Rio De Janeiro,2022-01-26,Parceiro,Dados,Anual,Cartão
C00879,Empresa 0879,Indústria,Grande,920,Ba,Salvador,2024-09-12,Site,Dados,Mensal,Pix
C00880,Empresa 0880,Financeiro,Média,1060,Mg,Uberlândia,2023-10-01,Evento,Dados,Mensal,Transferência
C00881,Empresa 0881,Saúde,Média,765,Sc,Florianópolis,2025-05-20,Parceiro,Dados,Mensal,Boleto
C00882,Empresa 0882,Serviços,Pequena,874,Go,Anápolis,2025-02-19,Site,Dados,Mensal,Pix
C00883,Empresa 0883,Indústria,Média,967,Rs,Caxias Do Sul,2023-01-23,Parceiro,Tecnologia,Anual,Transferência
C00884,Empresa 0884,Tecnologia,Média,96,Rs,Caxias Do Sul,2022-11-29,Site,Consultoria,Não Informado,Boleto
C00885,Empresa 0885,Varejo,Pequena,994,Pe,Jaboatão Dos Guararapes,2025-07-01,Linkedin,Dados,Anual,Boleto
C00886,Empresa 0886,Tecnologia,Pequena,742,Sp,São Paulo,2024-01-14,Parceiro,Consultoria,Mensal,Cartão
C00887,Empresa 0887,Indústria,Grande,747,Pe,Recife,2023-02-03,Indicação,Dados,Mensal,Cartão
C00888,Empresa 0888,Saúde,Grande,366,Mg,Uberlândia,2023-03-25,Parceiro,Dados,Mensal,Boleto
C00889,Empresa 0889,Serviços,Média,217,Sp,São Paulo,2022-12-27,Site,Gestão,Mensal,Cartão
C00890,Empresa 0890,Educação,Pequena,767,Pr,Londrina,2023-09-17,Site,Gestão,Mensal,Pix
C00891,Empresa 0891,Serviços,Pequena,402,Mg,Uberlândia,2022-09-25,Evento,Tecnologia,Anual,Boleto
C00892,Empresa 0892,Financeiro,Pequena,1106,Sp,Campinas,2025-06-15,Site,Tecnologia,Mensal,Pix
C00893,Empresa 0893,Serviços,Grande,1011,Sc,Florianópolis,2022-09-16,Indicação,Gestão,Mensal,Boleto
C00894,Empresa 0894,Serviços,Grande,1052,Go,Anápolis,2024-03-05,Linkedin,Gestão,Mensal,Cartão
C00895,Empresa 0895,Indústria,Média,1023,Rs,Caxias Do Sul,2024-12-12,Evento,Gestão,Mensal,Boleto
C00896,Empresa 0896,Educação,Pequena,820,Pr,Curitiba,2023-02-20,Evento,Gestão,Anual,Boleto
C00897,Empresa 0897,Financeiro,Pequena,285,Rs,Porto Alegre,2023-06-06,Evento,Gestão,Anual,Boleto
C00898,Empresa 0898,Educação,Grande,698,Es,Vila Velha,2022-03-26,Linkedin,Gestão,Anual,Transferência
C00899,Empresa 0899,Saúde,Média,793,Rs,Porto Alegre,2024-10-15,Site,Gestão,Mensal,Cartão
C00900,Empresa 0900,Tecnologia,Média,1037,Rj,Rio De Janeiro,2024-01-06,Evento,Dados,Mensal,Pix
C00901,Empresa 0901,Tecnologia,Grande,420,Rj,Não Informado,2024-01-08,Site,Tecnologia,Anual,Cartão
C00902,Empresa 0902,Indústria,Grande,292,Sc,Joinville,2023-01-26,Indicação,Tecnologia,Anual,Cartão
C00903,Empresa 0903,Serviços,Grande,34,Ba,Feira De Santana,2024-04-10,Parceiro,Dados,Não Informado,Boleto
C00904,Empresa 0904,Educação,Pequena,1066,Pr,Londrina,2023-03-06,Linkedin,Tecnologia,Mensal,Cartão
C00905,Empresa 0905,Serviços,Grande,865,Pr,Curitiba,2024-05-28,Linkedin,Gestão,Mensal,Cartão
C00906,Empresa 0906,Serviços,Pequena,635,Mg,Belo Horizonte,2025-03-28,Linkedin,Tecnologia,Anual,Boleto
C00907,Empresa 0907,Indústria,Média,1111,Ba,Feira De Santana,2024-05-21,Evento,Consultoria,Mensal,Boleto
C00908,Empresa 0908,Financeiro,Grande,1185,Mg,Uberlândia,2023-11-08,Linkedin,Dados,Anual,Pix
C00909,Empresa 0909,Varejo,Média,232,Go,Anápolis,2024-03-02,Parceiro,Gestão,Anual,Pix
C00910,Empresa 0910,Indústria,Grande,373,Mg,Belo Horizonte,2022-08-02,Parceiro,Gestão,Mensal,Boleto
C00911,Empresa 0911,Educação,Média,431,Pr,Curitiba,2022-05-23,Evento,Consultoria,Anual,Pix
C00912,Empresa 0912,Tecnologia,Pequena,679,Rs,Caxias Do Sul,2024-11-27,Linkedin,Dados,Mensal,Boleto
C00913,Empresa 0913,Educação,Grande,150,Go,Não Informado,2024-05-06,Site,Dados,Mensal,Cartão
C00914,Empresa 0914,Indústria,Média,335,Ba,Feira De Santana,2025-12-24,Parceiro,Dados,Anual,Cartão
C00915,Empresa 0915,Varejo,Média,141,Pr,Londrina,2022-01-16,Parceiro,Dados,Anual,Transferência
C00916,Empresa 0916,Financeiro,Pequena,196,Pe,Jaboatão Dos Guararapes,2024-08-05,Linkedin,Tecnologia,Anual,Transferência
C00917,Empresa 0917,Educação,Pequena,377,Es,Vila Velha,2022-12-25,Linkedin,Gestão,Mensal,Pix
C00918,Empresa 0918,Tecnologia,Pequena,333,Ba,Feira De Santana,2025-12-01,Parceiro,Tecnologia,Mensal,Boleto
C00919,Empresa 0919,Serviços,Grande,258,Pe,Jaboatão Dos Guararapes,2024-04-22,Indicação,Consultoria,Anual,Transferência
C00920,Empresa 0920,Saúde,Pequena,1046,Pe,Recife,2022-12-04,Linkedin,Consultoria,Mensal,Transferência
C00921,Empresa 0921,Indústria,Média,408,Ba,Feira De Santana,2023-12-05,Indicação,Consultoria,Anual,Pix
C00922,Empresa 0922,Indústria,Grande,960,Mg,Uberlândia,2023-11-01,Linkedin,Consultoria,Mensal,Boleto
C00923,Empresa 0923,Educação,Média,340,Pe,Recife,2022-10-15,Indicação,Consultoria,Mensal,Cartão
C00924,Empresa 0924,Indústria,Média,354,Rj,Rio De Janeiro,2024-12-30,Indicação,Tecnologia,Mensal,Transferência
C00925,Empresa 0925,Varejo,Grande,80,Rs,Porto Alegre,2022-12-31,Linkedin,Consultoria,Mensal,Transferência
C00926,Empresa 0926,Tecnologia,Grande,19,Sc,Florianópolis,2024-06-28,Linkedin,Dados,Mensal,Cartão
C00927,Empresa 0927,Tecnologia,Pequena,873,Pr,Curitiba,2023-02-14,Indicação,Tecnologia,Mensal,Pix
C00928,Empresa 0928,Serviços,Grande,353,Pr,Curitiba,2022-07-17,Indicação,Gestão,Mensal,Cartão
C00929,Empresa 0929,Indústria,Pequena,434,Rs,Caxias Do Sul,2025-02-25,Linkedin,Consultoria,Mensal,Boleto
C00930,Empresa 0930,Saúde,Pequena,40,Rj,Niterói,2024-01-01,Evento,Consultoria,Anual,Boleto
C00931,Empresa 0931,Tecnologia,Grande,580,Pe,Jaboatão Dos Guararapes,2023-03-27,Indicação,Consultoria,Mensal,Transferência
C00932,Empresa 0932,Educação,Pequena,1108,Sc,Florianópolis,2025-05-11,Evento,Consultoria,Anual,Transferência
C00933,Empresa 0933,Varejo,Grande,661,Mg,Uberlândia,2023-11-12,Indicação,Tecnologia,Mensal,Transferência
C00934,Empresa 0934,Indústria,Grande,486,Ba,Salvador,2024-11-12,Site,Consultoria,Mensal,Cartão
C00935,Empresa 0935,Serviços,Pequena,172,Pr,Curitiba,2024-05-27,Site,Tecnologia,Anual,Pix
C00936,Empresa 0936,Educação,Pequena,87,Pr,Curitiba,2022-11-07,Parceiro,Gestão,Anual,Boleto
C00937,Empresa 0937,Indústria,Pequena,1076,Sc,Joinville,2023-10-13,Evento,Consultoria,Mensal,Cartão
C00938,Empresa 0938,Varejo,Grande,120,Rs,Porto Alegre,2023-05-12,Site,Gestão,Anual,Não Informado
C00939,Empresa 0939,Tecnologia,Pequena,1016,Pe,Recife,2025-07-13,Site,Consultoria,Mensal,Boleto
C00940,Empresa 0940,Varejo,Grande,1134,Mg,Belo Horizonte,2022-07-07,Site,Consultoria,Anual,Transferência
C00941,Empresa 0941,Indústria,Pequena,511,Sc,Joinville,2022-12-03,Site,Dados,Não Informado,Cartão
C00942,Empresa 0942,Indústria,Pequena,566,Es,Vila Velha,2024-07-07,Indicação,Tecnologia,Anual,Transferência
C00943,Empresa 0943,Educação,Média,1044,Mg,Uberlândia,2024-08-22,Site,Gestão,Mensal,Transferência
C00944,Empresa 0944,Serviços,Média,1110,Ba,Salvador,2022-06-20,Parceiro,Dados,Anual,Transferência
C00945,Empresa 0945,Educação,Média,778,Pe,Jaboatão Dos Guararapes,2023-09-19,Indicação,Tecnologia,Mensal,Não Informado
C00946,Empresa 0946,Varejo,Pequena,36,Pr,Londrina,2022-11-13,Linkedin,Gestão,Anual,Transferência
C00947,Empresa 0947,Educação,Média,155,Rs,Caxias Do Sul,2024-02-26,Indicação,Consultoria,Anual,Boleto
C00948,Empresa 0948,Saúde,Grande,723,Pr,Londrina,2024-06-12,Evento,Consultoria,Anual,Transferência
C00949,Empresa 0949,Educação,Pequena,750,Pr,Curitiba,2023-05-12,Site,Tecnologia,Anual,Boleto
C00950,Empresa 0950,Financeiro,Grande,340,Sc,Florianópolis,2023-05-22,Indicação,Consultoria,Anual,Transferência
C00951,Empresa 0951,Financeiro,Pequena,876,Es,Vitória,2022-06-14,Linkedin,Tecnologia,Anual,Transferência
C00952,Empresa 0952,Indústria,Média,192,Es,Vitória,2023-09-23,Parceiro,Tecnologia,Mensal,Cartão
C00953,Empresa 0953,Tecnologia,Média,23,Pr,Curitiba,2024-03-26,Linkedin,Consultoria,Mensal,Pix
C00954,Empresa 0954,Educação,Grande,600,Ba,Feira De Santana,2024-12-11,Site,Dados,Anual,Boleto
C00955,Empresa 0955,Educação,Pequena,1039,Mg,Belo Horizonte,2023-02-10,Linkedin,Dados,Mensal,Boleto
C00956,Empresa 0956,Serviços,Pequena,541,Sp,Campinas,2023-01-10,Linkedin,Consultoria,Mensal,Pix
C00957,Empresa 0957,Educação,Pequena,576,Sc,Florianópolis,2022-06-25,Evento,Consultoria,Mensal,Transferência
C00958,Empresa 0958,Serviços,Pequena,29,Pe,Recife,2025-10-09,Evento,Consultoria,Mensal,Pix
C00959,Empresa 0959,Serviços,Pequena,779,Pr,Londrina,2024-12-05,Linkedin,Gestão,Anual,Transferência
C00960,Empresa 0960,Indústria,Média,655,Rs,Porto Alegre,2024-01-30,Evento,Gestão,Anual,Pix
C00961,Empresa 0961,Serviços,Pequena,16,Rs,Caxias Do Sul,2023-11-08,Linkedin,Dados,Mensal,Pix
C00962,Empresa 0962,Indústria,Pequena,764,Go,Anápolis,2023-07-27,Parceiro,Gestão,Anual,Boleto
C00963,Empresa 0963,Serviços,Média,44,Sp,Santos,2025-07-30,Evento,Consultoria,Anual,Transferência
C00964,Empresa 0964,Educação,Média,176,Pr,Londrina,2025-05-27,Linkedin,Gestão,Mensal,Transferência
C00965,Empresa 0965,Varejo,Grande,303,Sc,Florianópolis,2025-05-28,Site,Gestão,Mensal,Cartão
C00966,Empresa 0966,Varejo,Média,246,Go,Anápolis,2024-08-14,Parceiro,Dados,Mensal,Boleto
C00967,Empresa 0967,Indústria,Pequena,226,Mg,Uberlândia,2025-09-13,Indicação,Não Informado,Anual,Transferência
C00968,Empresa 0968,Indústria,Média,985,Sc,Florianópolis,2023-03-28,Site,Gestão,Não Informado,Cartão
C00969,Empresa 0969,Serviços,Grande,142,Pr,Londrina,2025-03-25,Linkedin,Gestão,Anual,Boleto
C00970,Empresa 0970,Tecnologia,Média,189,Pr,Curitiba,2023-06-15,Indicação,Tecnologia,Mensal,Pix
C00971,Empresa 0971,Varejo,Média,788,Es,Vitória,2024-01-24,Evento,Consultoria,Mensal,Transferência
C00972,Empresa 0972,Serviços,Média,268,Ba,Salvador,2023-10-17,Indicação,Gestão,Mensal,Transferência
C00973,Empresa 0973,Serviços,Média,458,Rs,Caxias Do Sul,2022-10-24,Linkedin,Dados,Anual,Boleto
C00974,Empresa 0974,Saúde,Média,1038,Sp,Santos,2025-05-11,Indicação,Tecnologia,Anual,Boleto
C00975,Empresa 0975,Indústria,Média,130,Pe,Jaboatão Dos Guararapes,2023-08-20,Site,Dados,Mensal,Pix
C00976,Empresa 0976,Indústria,Média,622,Mg,Belo Horizonte,2024-09-25,Indicação,Gestão,Anual,Transferência
C00977,Empresa 0977,Serviços,Média,810,Pe,Recife,2023-12-15,Parceiro,Tecnologia,Anual,Boleto
C00978,Empresa 0978,Tecnologia,Pequena,672,Go,Goiânia,2024-03-17,Evento,Gestão,Mensal,Boleto
C00979,Empresa 0979,Educação,Média,306,Pe,Recife,2025-11-26,Site,Dados,Mensal,Cartão
C00980,Empresa 0980,Indústria,Pequena,781,Es,Vila Velha,2022-07-28,Site,Consultoria,Mensal,Cartão
C00981,Empresa 0981,Tecnologia,Pequena,1065,Pe,Jaboatão Dos Guararapes,2023-01-03,Parceiro,Gestão,Mensal,Transferência
C00982,Empresa 0982,Tecnologia,Pequena,822,Pr,Londrina,2022-03-11,Evento,Dados,Anual,Pix
C00983,Empresa 0983,Educação,Média,921,Pe,Jaboatão Dos Guararapes,2025-08-24,Indicação,Consultoria,Mensal,Pix
C00984,Empresa 0984,Indústria,Grande,1053,Rj,Rio De Janeiro,2024-09-28,Indicação,Gestão,Anual,Pix
C00985,Empresa 0985,Educação,Média,898,Es,Vila Velha,2023-01-06,Parceiro,Dados,Mensal,Cartão
C00986,Empresa 0986,Varejo,Média,50,Rj,Niterói,2025-01-05,Parceiro,Gestão,Mensal,Pix
